omg;produktnamn;correct_row;turnover;utd13;utd12;utd11;utd10;ant13;ant12;ant11;ant10;count1;countx;count2;random_results;people_was_right;oddset_was_right;people_was_wrong;oddset_was_wrong;people_max_sum;oddset_max_sum;people_min_sum;oddset_min_sum;people_sum;oddset_sum;people_diff_sum;oddset_diff_sum;odds1_ok;odds2_ok;odds3_ok;people1_ok;people2_ok;people3_ok;id
201152;Stryktipset;XX21XX1121X21;23673674;798774;6052;369;91;14;390;5117;43170;5;5;3;0;6;5;2;3;755;642;232;244;492;478;523;398;1;0;0;1;0;0;1096
201152;Stryktipset;1X2XXX111X21X;18945910;10000000;10171;427;94;1;185;3520;33256;5;6;2;0;6;4;2;1;733;599;238;271;492;480;495;328;1;0;1;1;0;0;1097
201201;Stryktipset;12121111221XX;15972639;12332;169;0;0;344;9401;93525;460995;7;2;4;0;9;11;3;2;722;573;259;288;638;547;463;285;1;1;1;1;1;1;1098
201202;Stryktipset;XX111X2XX2222;22126524;1632972;12035;595;128;6;183;2958;28534;3;5;5;0;5;5;4;3;713;598;257;277;482;479;456;321;1;0;1;1;0;0;1099
201203;Stryktipset;1X1212X121122;22100255;431818;5484;382;103;22;401;4601;35535;6;2;5;0;6;5;5;6;726;566;245;272;482;442;481;294;1;0;1;1;1;0;1100
201204;Stryktipset;X122X1221211X;19111811;720934;9908;454;96;7;191;3334;32546;5;3;5;0;6;6;5;4;721;558;259;294;493;465;462;264;1;1;0;0;1;1;1101
201205;Stryktipset;2122X12X222X2;21907973;10000000;40877;2374;484;1;53;730;7456;2;3;8;2;4;2;5;8;725;543;255;301;385;385;470;242;0;0;0;0;0;0;1102
201206;Stryktipset;2121121X21221;22216201;196334;2921;198;53;30;756;8907;68339;6;1;6;3;8;5;4;4;732;529;248;299;527;445;484;230;1;0;0;1;1;0;1103
201207;Stryktipset;21211111111X1;20037244;5219;87;0;0;1015;22693;178814;728073;10;1;2;0;11;8;1;2;739;562;239;293;651;510;500;269;1;1;1;1;1;1;1104
201208;Stryktipset;1X21X2X221221;26051201;1317106;10067;599;142;9;259;3477;30425;4;3;6;0;5;5;4;4;723;557;257;303;471;450;466;254;1;0;0;1;0;0;1105
201209;Stryktipset;1XX11222XXX11;21595810;478905;3702;183;44;12;582;9408;81593;5;5;3;0;6;7;4;2;732;562;259;304;543;497;473;258;1;0;1;1;0;1;1106
201210;Stryktipset;1112X1111X21X;21105316;328236;3081;179;45;17;679;9334;76378;8;3;2;0;6;5;4;4;752;576;243;273;545;480;509;303;1;1;0;0;1;1;1107
201211;Stryktipset;2X211X21X2XX2;18848851;455619;4320;225;57;11;435;6673;54348;3;5;5;0;5;8;5;3;699;528;269;315;509;482;430;213;1;1;1;1;0;1;298
201212;Stryktipset;112112X1X1121;21387834;102560;724;43;0;68;2938;39447;252057;8;2;3;0;9;7;2;3;719;564;254;283;576;475;465;281;0;1;1;1;0;1;295
201213;Stryktipset;X2111122XX212;24276912;2231662;17028;1031;237;5;139;1836;16613;5;3;5;0;4;4;5;6;707;567;264;286;437;426;443;281;0;0;1;0;0;1;292
201214;Stryktipset;X21X11XX1212X;19155131;75666;966;69;22;83;1933;21454;141160;5;5;3;0;6;7;3;3;736;588;245;279;566;526;491;309;1;0;1;1;1;1;289
201215;Stryktipset;X11221X12XX1X;18436996;304680;2655;155;41;20;677;9224;72120;5;5;3;0;5;8;1;3;677;534;283;318;525;485;394;216;0;1;1;0;1;1;286
201216;Stryktipset;X1X11X1122X22;18975904;2077911;14920;715;143;3;124;2069;21477;5;4;4;0;5;8;5;4;713;554;262;285;480;446;451;269;1;0;0;1;0;0;283
201217;Stryktipset;X1XXX1112X1X2;19885361;170268;1527;90;26;38;1269;17045;121551;5;6;2;0;6;7;1;1;748;583;238;276;551;540;510;307;1;0;1;0;1;1;281
201218;Stryktipset;1XX1121X22111;17830352;89937;760;48;15;66;2286;28733;187162;7;3;3;0;8;6;1;2;748;612;237;254;588;518;511;358;1;1;1;1;1;0;278
201219;Stryktipset;1111X21121X12;17953853;5856;87;0;0;1019;19896;157424;705112;8;2;3;0;9;10;2;2;768;630;209;236;679;611;559;394;1;1;1;1;1;1;275
201220;Stryktipset;XXX121211XX12;16416464;954020;6480;377;95;9;247;3388;27948;5;5;3;0;6;5;2;1;686;559;278;302;479;469;408;257;0;0;0;0;0;1;272
201221;Stryktipset;21112211X211X;13614385;1769870;20421;1101;282;2;65;964;7829;7;2;4;0;6;6;5;5;775;647;208;248;445;413;567;399;0;0;1;0;0;1;268
201222;Stryktipset;11X1211XX22XX;13854572;277091;3554;205;49;13;380;5249;45204;5;5;3;0;5;6;5;3;735;612;249;276;535;512;486;336;1;1;0;1;1;1;265
201223;Stryktipset;21212X1XX2X11;12380585;1609476;14370;716;150;2;84;1348;13412;5;4;4;0;6;4;5;4;713;580;256;284;477;440;457;296;1;0;0;0;1;0;262
201224;Stryktipset;1,12121E+12;11580924;97130;1297;88;26;31;870;10226;71565;9;0;4;0;9;6;4;5;702;574;270;280;558;472;432;294;1;1;0;1;1;1;260
201225;Stryktipset;2XX2211122221;12115747;210006;3227;180;44;15;366;5239;43784;4;2;7;0;8;7;3;3;727;599;251;268;529;472;476;331;0;0;0;0;1;1;257
201226;Stryktipset;12121111X1222;12828175;476475;6071;324;75;7;206;3081;27680;7;1;5;0;6;5;5;5;736;583;245;271;510;446;491;312;1;0;0;1;0;0;256
201227;Stryktipset;XX2XXX1111XX1;11476479;994628;9990;471;99;3;112;1898;18689;5;7;1;0;6;7;3;1;680;564;282;303;474;507;398;261;0;0;1;0;0;1;253
201228;Stryktipset;1X11XXX2X1212;11883934;1544911;25188;899;177;2;46;1031;10878;5;5;3;0;5;4;4;4;730;592;244;260;465;447;486;332;1;0;0;1;0;1;250
201229;Stryktipset;112X112121111;11743989;92528;1019;63;18;33;1123;14483;102313;9;1;3;0;8;7;4;4;723;605;251;266;575;482;472;339;0;1;1;0;1;1;247
201230;Stryktipset;2211XXX2XX211;12205745;1057831;13371;582;121;3;89;1635;16260;4;5;4;0;5;4;1;4;700;558;267;287;473;451;433;271;1;0;0;0;1;0;244
201231;Stryktipset;X1X11111X22XX;11800870;340914;5992;356;87;9;192;2585;21839;6;5;2;0;5;4;6;3;708;588;257;275;493;460;451;313;0;1;0;1;0;1;241
201232;Stryktipset;1X1211X111112;11548364;8753;163;15;0;343;6886;58644;279963;9;2;2;0;9;6;1;1;679;560;280;304;623;518;399;256;1;1;1;1;1;1;238
201233;Stryktipset;1X12X11X1X1X2;18804342;1583333;10597;637;169;6;173;2301;18051;6;5;2;0;4;7;4;4;692;538;267;300;442;454;425;238;0;1;0;0;0;1;235
201234;Stryktipset;121X21X11X21X;21837734;105000;781;55;18;100;2725;30632;191536;6;4;3;1;8;6;1;1;722;560;251;281;566;475;471;279;0;0;1;1;0;1;232
201235;Stryktipset;XX1X12111XX1X;19367307;10000000;41962;1750;378;0;45;863;8322;6;6;1;0;3;3;2;4;697;517;268;305;393;458;429;212;0;1;1;0;0;1;229
201236;Stryktipset;X12X121X21211;18989026;524876;3905;251;65;19;474;5890;47301;6;3;4;1;6;6;4;4;700;527;272;332;509;436;428;195;0;1;1;0;1;1;226
201237;Stryktipset;1111XX12111X1;22513342;4836;68;0;0;2171;31895;209477;811686;9;3;1;0;10;9;0;0;753;580;227;277;657;553;526;303;1;1;0;1;1;1;223
201238;Stryktipset;111X2122122XX;22882165;1262646;7060;351;83;9;316;5072;44602;5;3;5;0;5;2;3;6;679;513;280;322;493;435;399;191;1;0;0;1;1;0;220
201239;Stryktipset;122X11X2X1X21;21855763;14683;301;28;0;387;7061;60527;313833;5;4;4;0;7;9;1;2;735;545;239;308;594;513;496;237;1;0;1;1;1;0;217
201240;Stryktipset;1X1X221X11122;22939151;96118;830;65;20;99;2692;27338;179123;6;3;4;0;5;5;5;5;735;547;242;296;567;479;493;251;1;1;1;1;1;1;214
201241;Stryktipset;1211X1XXX1122;15350060;399101;5442;284;72;10;275;4214;34569;6;4;3;0;6;6;2;2;695;547;271;323;506;480;424;224;1;1;0;1;1;0;211
201242;Stryktipset;211111X22X111;23377745;54973;408;28;0;191;5584;64797;394548;8;2;3;0;7;7;2;2;723;588;246;264;618;524;477;324;1;1;1;1;1;1;208
201243;Stryktipset;1XX122211X21X;24664371;1021162;10320;576;137;10;233;3336;29221;5;4;4;0;6;4;3;3;710;535;257;301;469;438;453;234;0;1;0;1;0;0;205
201244;Stryktipset;X12X211122121;21768667;943308;26866;1618;407;6;79;1049;8671;6;2;5;0;6;3;5;6;704;540;263;319;381;395;441;221;0;1;1;0;0;0;202
201245;Stryktipset;X1XX122X1212X;21019227;107156;1346;92;29;51;1522;17757;117446;4;5;4;0;5;9;2;3;695;514;265;315;527;481;430;199;0;1;1;1;0;0;199
201246;Stryktipset;11221121X2121;20745198;539375;5350;314;81;10;378;5151;41183;7;1;5;0;5;4;6;6;733;561;243;284;505;437;490;277;1;0;0;1;1;1;196
201247;Stryktipset;X1112XXX2X122;24661987;1500000;10188;526;121;7;236;3651;33065;4;5;4;0;5;5;2;3;723;555;256;282;475;463;467;273;0;1;0;1;0;0;193
201248;Stryktipset;221XX2221X221;22641201;1471678;16597;797;165;4;133;2214;22178;3;3;7;0;6;3;4;5;742;575;233;273;469;434;509;302;1;0;0;1;0;1;190
201249;Stryktipset;1X122XXXX1122;20729048;769936;9578;561;129;7;211;2877;26061;4;5;4;0;4;6;6;4;689;533;271;304;473;443;418;229;0;0;0;0;1;1;187
201250;Stryktipset;2111XX11X2X11;20998913;181990;1348;79;23;30;1518;20494;148337;7;4;2;0;8;8;3;2;680;531;267;301;562;471;413;230;1;0;1;1;0;1;184
201251;Stryktipset;112X12X112111;29068796;229026;1708;120;37;66;1659;18752;127312;8;2;3;1;8;6;3;3;689;544;271;297;525;468;418;247;1;1;0;1;0;0;181
201252;Stryktipset;22121X12211X2;21568352;151561;1602;96;27;37;1312;17428;127607;5;2;6;0;7;4;3;4;713;542;258;298;555;475;455;244;1;1;0;1;1;0;178
201301;Stryktipset;11X22X1XX1XX2;17564225;169136;2525;150;41;27;678;9079;69101;4;6;3;0;5;8;4;2;734;570;251;296;532;519;483;274;1;1;0;1;0;1;175
201302;Stryktipset;2XXX1211X21X2;24683939;5250000;17960;939;237;2;134;2049;16916;4;5;4;0;3;4;4;4;703;529;267;314;415;458;436;215;1;1;0;0;1;0;172
201303;Stryktipset;1121X2X2X2XX1;24997499;807692;6108;325;82;13;399;5984;49442;4;5;4;0;4;6;6;4;719;547;253;278;500;459;466;269;1;0;1;1;1;1;169
201304;Stryktipset;222X221122122;21880339;568888;6645;293;64;10;321;5809;55154;3;1;9;0;6;6;5;6;776;661;211;219;526;486;565;442;1;0;1;1;1;0;166
201305;Stryktipset;1X111X1112211;23927700;177748;2492;153;41;35;936;12160;93634;9;2;2;0;7;3;2;4;692;547;274;315;530;454;418;232;1;0;0;1;0;1;163
201306;Stryktipset;1X1211111XXXX;22697060;23891;407;32;0;247;5437;54148;301270;7;5;1;0;7;9;0;1;711;552;266;288;594;530;445;264;1;1;1;1;0;1;160
201307;Stryktipset;2221X11X2111X;22492221;1362321;6810;334;76;7;322;5240;47506;6;3;4;0;6;5;3;4;708;551;261;306;501;445;447;245;0;1;1;0;1;1;157
201308;Stryktipset;11221XX1112X2;24022530;195183;2534;157;45;32;924;11864;86528;6;3;4;0;5;6;5;4;708;549;260;306;534;486;448;243;1;1;1;1;1;1;154
201309;Stryktipset;11122X1222111;24992176;180499;2381;147;40;36;1023;13220;100287;7;1;5;0;6;6;6;6;753;591;240;266;552;479;513;325;1;1;1;1;1;1;151
201310;Stryktipset;1X12111X221X2;23594285;383407;6285;342;82;16;366;5378;46595;6;3;4;0;7;4;3;4;718;532;259;312;490;433;459;220;0;0;1;0;0;1;148
201311;Stryktipset;11X2121222111;27446774;807692;10175;719;200;13;263;2975;22239;7;1;5;0;5;2;5;7;707;519;270;321;420;390;437;198;0;0;0;0;0;0;145
201312;Stryktipset;1X21X1X22X1X2;18643370;285133;5330;312;79;17;341;4651;38048;4;5;4;5;5;8;5;3;697;525;270;332;494;466;427;193;1;0;1;1;1;0;142
201313;Stryktipset;111121111X111;24575508;16596;287;25;0;385;8333;74694;374686;11;1;1;0;9;5;3;3;734;569;247;286;609;522;487;283;1;1;1;1;1;1;139
201314;Stryktipset;2X2XX12111XXX;23556289;778319;5070;315;81;13;453;5826;47112;4;6;3;0;5;8;3;2;702;534;270;302;482;480;432;232;1;1;0;1;0;1;136
201315;Stryktipset;1X1XX11212212;21264834;117635;1676;109;31;47;1237;15186;109695;6;3;4;0;7;4;1;2;721;567;257;291;548;489;464;276;1;1;0;1;1;0;133
201316;Stryktipset;2121XX1111XX1;21239168;24874;376;32;0;222;5502;51635;288411;7;4;2;0;7;8;3;2;705;538;264;298;588;510;441;240;1;1;1;1;1;1;130
201317;Stryktipset;121X1XX112X22;24076511;809271;7621;426;105;12;308;4403;37127;5;4;4;0;6;8;6;3;679;521;278;318;476;463;401;203;1;0;0;1;0;0;127
201318;Stryktipset;22X12X11X2112;21358566;264439;1758;116;33;42;1184;14261;104079;5;3;5;0;6;5;2;4;727;564;247;280;543;471;480;284;1;1;0;1;1;0;124
201319;Stryktipset;211111111222X;16687566;9134;84;0;0;475;19207;159170;647748;8;1;4;0;11;12;1;1;751;625;227;247;661;572;524;378;1;0;1;0;1;1;121
201320;Stryktipset;1122X21X1XXX2;17413217;776436;3620;170;40;11;469;7956;70484;4;5;4;0;6;7;3;2;772;647;213;212;547;526;559;435;1;1;0;1;1;0;118
201321;Stryktipset;211112X1X1X11;14672777;9442;127;0;0;404;11251;98389;443110;8;3;2;0;10;9;0;0;736;614;249;267;634;571;487;347;1;0;1;1;0;1;115
201322;Stryktipset;1211121X2X212;16713141;302854;1790;79;20;26;910;16352;135238;6;2;5;1;9;6;2;3;730;592;248;276;573;495;482;316;1;1;0;1;0;0;112
201323;Stryktipset;121212222X121;12348696;642132;8661;520;122;5;139;1850;16367;5;1;7;0;7;6;5;5;714;574;265;304;479;428;449;270;0;1;0;0;1;0;109
201324;Stryktipset;X2211211X2111;13020704;31058;479;39;0;109;2649;25931;146617;7;2;4;0;7;7;2;4;677;555;280;313;574;506;397;242;1;1;1;1;1;1;106
201325;Stryktipset;2X112X11X1X22;13935223;61053;557;40;0;94;2439;26726;160568;5;4;4;0;7;8;1;1;720;588;257;269;575;521;463;319;1;0;1;1;1;1;103
201326;Stryktipset;122X221111211;15204514;9184;105;0;0;677;14086;118199;521396;7;1;5;0;10;10;3;3;712;572;269;291;642;537;443;281;1;1;1;1;1;1;100
201327;Stryktipset;22X21221112X2;14905417;836899;6318;368;93;9;230;3155;25896;4;2;7;0;5;5;5;6;719;593;254;272;484;462;465;321;1;1;0;1;1;0;97
201328;Stryktipset;21X2XX1X1X112;11751046;763817;8012;424;96;4;143;2161;19777;5;5;3;0;5;6;4;3;721;610;265;265;496;476;456;345;1;0;1;0;1;0;94
201329;Stryktipset;1XX1X2121222X;11922299;10000000;50540;2513;510;0;23;370;3798;4;4;5;0;1;3;4;5;689;579;279;285;370;391;410;294;0;0;0;0;1;0;91
201330;Stryktipset;2XXX1X1X11121;16199002;1462307;10390;628;170;5;152;2010;15446;6;5;2;0;4;7;6;4;674;555;290;304;448;466;384;251;0;1;1;0;1;1;88
201331;Stryktipset;11X2222112111;13354059;41333;353;25;0;84;3687;41549;231942;7;1;5;0;9;6;2;1;696;561;266;291;599;494;430;270;1;0;1;1;0;1;85
201332;Stryktipset;1121X12X22X12;16088710;2117699;11449;576;135;3;137;2175;19301;5;3;5;0;4;5;4;5;686;547;282;298;459;435;404;249;1;1;0;1;0;1;82
201333;Stryktipset;2X2211112211X;23157653;916666;8617;506;121;12;262;3567;30891;6;2;5;0;5;6;6;5;694;548;271;297;476;442;423;251;0;1;1;0;1;1;79
201334;Stryktipset;X1XX111121XX2;23690115;500000;4485;266;68;22;515;6922;55840;6;5;2;0;6;5;1;2;696;557;270;281;497;477;426;276;0;1;0;0;1;1;76
201335;Stryktipset;1X12X11122X11;21539171;294746;5316;378;136;19;395;4442;25566;7;3;3;0;5;5;5;6;688;525;273;316;439;426;415;209;1;0;0;1;0;0;73
201336;Stryktipset;1121X11X12X11;13777880;8350;162;16;0;429;8267;66817;316780;8;3;2;3;8;7;2;1;710;501;268;360;620;472;442;141;1;0;1;1;1;1;70
201337;Stryktipset;22XXX12111X11;23969852;175000;1502;100;29;60;1555;18568;134132;6;4;3;0;7;6;1;2;725;575;247;265;552;513;478;310;1;1;0;1;1;0;67
201338;Stryktipset;2212XX2X1X12X;20964739;10000000;51101;2332;463;1;40;701;7358;3;5;5;0;4;3;4;4;717;546;248;290;393;411;469;256;0;0;0;0;0;0;64
201339;Stryktipset;2,12112E+12;22754539;257225;3825;212;50;23;580;8364;72890;9;0;4;0;8;5;5;5;732;579;246;277;531;436;486;302;0;1;0;0;1;0;61
201340;Stryktipset;21X1112X1X111;21671747;18657;289;23;0;302;7300;73224;394408;8;3;2;0;8;9;5;2;700;566;271;288;611;524;429;278;1;1;1;1;1;1;58
201341;Stryktipset;X12221122XX11;18015128;10000000;15142;660;150;1;116;2127;19490;5;3;5;0;5;5;5;5;674;534;289;323;461;423;385;211;0;0;0;0;0;1;55
201342;Stryktipset;X111X12X12XX2;26939057;351351;3015;211;59;37;871;9956;73738;5;5;3;0;4;4;4;2;746;704;229;258;516;515;517;446;1;1;1;1;1;0;52
201343;Stryktipset;121XXX1X1X122;29817929;406250;2612;153;41;32;1113;15155;116717;5;5;3;0;7;6;1;2;719;647;253;294;526;515;466;353;1;1;1;1;1;1;49
201344;Stryktipset;211X1X212X211;29980184;79268;1054;71;21;164;2773;32732;227516;6;3;4;0;7;7;3;4;703;629;266;310;576;551;437;319;1;1;1;1;1;1;46
201345;Stryktipset;1XX11211X222X;24679338;356479;5826;396;109;18;413;4854;36500;5;4;4;0;5;5;5;4;746;667;232;282;467;490;514;385;1;0;1;1;0;0;43
201346;Stryktipset;1X22112212222;17194795;212887;2341;160;50;21;716;8350;55749;4;1;8;1;6;7;4;3;652;568;296;339;502;490;356;229;1;0;1;1;0;0;40
201347;Stryktipset;12211XX221X12;27193410;147887;1232;70;20;71;2151;29924;216418;5;3;5;0;8;8;3;5;686;610;274;315;561;510;412;295;1;1;1;1;1;1;37
201348;Stryktipset;2X11121211111;24748031;48746;542;37;0;132;4450;51207;313233;9;1;3;0;8;8;3;1;717;643;254;297;597;561;463;346;1;1;1;1;1;1;34
201349;Stryktipset;X1112X11X1X2X;28144426;5669552;22867;1168;269;2;120;1879;16960;6;5;2;0;5;4;3;5;710;619;264;306;433;437;446;313;1;0;0;1;0;0;31
201350;Stryktipset;X111X1222222X;22918092;21055;367;32;0;283;6077;55732;302689;4;3;6;0;7;7;2;1;711;631;268;312;587;551;443;319;1;1;1;1;1;1;28
201351;Stryktipset;1221XXXXX11X2;33714978;122451;804;58;19;204;4085;44601;277984;4;6;3;0;6;6;2;2;713;671;254;281;565;548;459;390;1;1;1;1;1;1;25
201352;Stryktipset;XX112112121XX;23763519;4012;100;0;0;1540;23101;162026;680614;6;4;3;0;8;9;3;3;706;632;269;309;640;600;437;323;1;1;1;1;1;1;22
201401;Stryktipset;111X1X22X1121;24033834;797594;3905;200;47;15;600;9372;81996;7;3;3;0;8;7;2;4;708;653;258;303;520;501;450;350;1;1;0;1;1;0;19
201402;Stryktipset;2121112X11122;27416245;25590;226;19;0;508;11796;111585;598584;7;1;5;1;9;9;3;4;724;657;249;291;633;581;475;366;1;1;1;1;1;1;16
201403;Stryktipset;11112111X1111;28361297;13829;135;0;0;940;20385;177671;808471;11;1;1;0;10;10;2;1;734;667;252;291;648;604;482;376;1;1;1;1;1;1;13
201404;Stryktipset;222212111XX11;27937928;2527;34;0;0;5572;79712;483915;1632814;6;2;5;0;11;10;1;1;734;691;257;279;697;660;477;412;1;1;1;1;1;1;10
201405;Stryktipset;112X1X1X11211;30956718;32456;207;17;0;455;14528;138592;694991;8;3;2;0;9;9;2;1;728;646;245;303;607;542;483;343;0;1;1;0;1;1;7
201406;Stryktipset;121XX2XXX21X2;28073940;6164845;44148;2218;487;2;62;987;9363;3;6;4;0;2;2;4;5;733;651;241;300;387;404;492;351;1;0;0;1;0;0;4
201407;Stryktipset;1212XXXX1X121;21658159;181649;2619;176;49;31;806;9594;71748;5;5;3;2;6;6;3;4;716;598;257;329;516;483;459;269;0;0;1;0;1;1;1
201408;Stryktipset;121X112121122;24189065;224612;3178;255;77;28;742;7390;50814;7;1;5;0;4;6;5;5;712;629;254;314;490;500;458;315;1;1;0;1;1;0;303
201409;Stryktipset;1221111122X11;26251238;133829;1228;60;16;51;2083;33895;262580;8;1;4;0;9;9;2;3;741;663;237;290;587;561;504;373;1;1;0;0;1;1;306
201410;Stryktipset;112X122X21211;25191666;503833;7442;535;146;13;330;3666;27908;6;2;5;0;5;6;4;2;688;592;278;336;449;462;410;256;0;1;0;0;1;0;309
201411;Stryktipset;1111X22122XX1;27077578;388888;2395;141;37;27;1102;14953;116409;6;3;4;0;6;6;4;4;716;601;260;321;543;514;456;280;1;1;1;1;1;1;312
201412;Stryktipset;21111122X1221;24993223;5202;72;0;0;1249;33482;269738;1093487;7;1;5;0;11;9;1;2;749;654;238;297;671;594;511;357;1;1;1;1;1;1;315
201413;Stryktipset;X1111X2X2XXX2;30224472;6934616;33111;1592;366;2;89;1480;13396;4;6;3;0;4;4;6;5;722;626;255;304;411;422;467;322;0;0;1;0;0;1;318
201414;Stryktipset;22122112221X1;27803603;850463;6676;422;118;17;406;5136;38113;5;1;7;0;6;6;5;3;634;532;309;368;441;450;325;164;0;1;0;0;1;0;321
201415;Stryktipset;X11212X11XX11;21797736;39085;371;26;0;145;5722;64129;364604;7;4;2;0;8;8;2;3;769;694;229;267;609;556;540;427;1;0;0;1;0;1;324
201416;Stryktipset;2XX2222111212;22965042;1585507;7884;422;101;6;284;4240;36684;4;2;7;1;6;7;4;5;699;629;271;313;490;487;428;316;0;1;1;0;1;1;327
201417;Stryktipset;1X211121221X2;21185436;47078;434;29;0;117;4756;56372;334284;6;2;5;0;10;10;1;1;719;654;259;300;597;562;460;354;1;0;1;1;0;1;329
201418;Stryktipset;21211212XX211;23546140;797052;6503;338;81;12;353;5422;47098;6;2;5;0;7;6;4;2;659;579;289;331;486;468;370;248;0;0;1;0;0;1;332
201419;Stryktipset;2X2112X212211;18424504;2535;54;0;0;1889;33057;245554;969629;5;2;6;0;9;9;4;3;763;709;223;265;685;662;540;444;1;1;1;1;1;1;335
201420;Stryktipset;XXXX212222222;18745176;1033870;10625;668;177;9;172;2186;17138;1;4;8;0;4;4;7;4;678;624;286;315;416;439;392;309;0;0;1;0;1;0;338
201421;Stryktipset;X211X111XXX12;14681510;95429;1181;77;23;40;1212;14802;102446;6;5;2;0;6;6;3;5;736;687;249;275;555;530;487;412;1;1;1;1;1;1;341
201422;Stryktipset;X11XXX21221XX;14668877;10000000;28043;1405;295;1;51;814;8057;4;6;3;0;5;5;4;6;683;611;286;318;422;426;397;293;0;1;0;0;1;0;344
201423;Stryktipset;X1X2221211112;12843435;43367;524;35;0;77;2387;28025;175110;6;2;5;0;8;8;4;1;751;739;242;253;595;590;509;486;1;1;1;1;1;1;347
201424;Stryktipset;1X2221X111221;12148278;749372;5040;236;57;7;235;4006;34397;6;2;5;0;6;6;2;3;686;641;287;299;509;483;399;342;0;1;1;0;1;1;348
201425;Stryktipset;221222112112X;10836093;281738;5531;360;102;10;191;2347;17166;5;1;7;0;4;6;6;3;703;635;276;301;468;482;427;334;1;1;0;1;1;0;351
201426;Stryktipset;11221X2211122;11763987;382329;5622;441;134;8;204;2076;14219;6;1;6;0;6;7;6;5;700;667;270;287;448;441;430;380;0;0;0;1;0;0;353
201427;Stryktipset;X11112XX2XX1X;11251408;86040;1252;78;24;34;876;11144;75096;5;6;2;0;6;6;2;5;717;688;259;282;542;542;458;406;1;1;1;1;0;1;356
201428;Stryktipset;11X2X2X1XXX1X;10558988;10000000;10193;388;81;1;101;2121;21096;4;7;2;0;5;5;3;3;751;733;237;253;498;479;514;480;0;1;0;0;1;0;359
201429;Stryktipset;1X111X121111X;11325497;68479;951;62;18;43;1161;14239;98546;9;3;1;0;7;7;4;5;706;646;270;302;571;530;436;344;1;1;1;1;1;0;362
201430;Stryktipset;11X2XXX21X1X1;11914918;1548939;13508;682;149;2;86;1361;12969;5;6;2;0;5;5;4;4;728;684;247;280;459;468;481;404;0;1;1;1;0;0;366
201431;Stryktipset;2X221121XX1X1;11855051;205487;2253;128;33;15;513;7208;57332;5;4;4;0;6;7;2;2;717;668;264;279;545;537;453;389;1;1;0;0;1;1;368
201432;Stryktipset;21X1X211X111X;12118312;165829;1949;132;37;19;606;7107;51983;7;4;2;0;6;8;3;2;689;624;282;304;534;529;407;320;1;1;1;1;1;1;371
201433;Stryktipset;2X22X2X12111X;19309890;6500000;15432;920;228;2;122;1636;13761;4;4;5;0;4;4;5;6;687;572;281;344;432;441;406;228;1;0;0;0;1;0;374
201434;Stryktipset;X12X111121111;21696104;35616;254;20;0;365;8314;82920;449108;9;2;2;0;9;9;2;3;729;681;249;276;633;605;480;405;1;1;1;1;1;1;377
201435;Stryktipset;22X112XX1212X;24366732;10000000;43995;2650;532;0;54;717;7430;4;4;5;0;4;6;5;3;732;651;252;293;386;407;480;358;0;0;0;0;0;0;380
201436;Stryktipset;21211XX21XX2X;20849131;2546956;9499;591;161;6;214;2751;21035;4;5;4;0;4;4;7;5;658;567;284;338;434;441;374;229;1;0;1;1;1;0;383
201437;Stryktipset;21X12X21X1211;21114437;784250;8835;453;100;7;233;3633;34099;6;3;4;0;5;6;4;3;709;602;261;318;491;469;448;284;0;1;1;0;1;0;386
201438;Stryktipset;2XX21X2X1X122;20566131;1336798;8184;437;107;4;245;3664;30994;3;5;5;0;4;4;3;3;717;639;262;295;480;490;455;344;0;1;1;0;1;0;389
201439;Stryktipset;X11211XX221XX;23765641;14270;239;21;0;433;9671;87441;454100;5;5;3;0;8;8;2;2;737;676;247;279;620;588;490;397;1;1;1;1;1;1;392
201440;Stryktipset;21X11X21X1XXX;24937786;240598;2628;212;70;43;925;9156;57870;5;6;2;0;7;7;0;1;728;666;250;287;470;506;478;379;1;0;0;0;0;0;395
201441;Stryktipset;11XXXX112121X;16236516;10000000;23985;1034;212;1;66;1224;12417;6;5;2;0;5;5;3;3;732;625;246;315;455;447;486;310;0;1;0;1;0;0;398
201442;Stryktipset;X22111221XX22;23460140;237500;2176;145;41;40;1051;12551;91035;4;3;6;0;6;6;2;4;699;626;268;307;527;502;431;319;1;0;1;1;0;1;401
201443;Stryktipset;1X121XXX22221;27772990;866666;4941;247;57;15;548;8736;78470;4;4;5;0;7;7;2;2;734;672;248;285;519;515;486;387;0;1;1;0;0;1;404
201444;Stryktipset;11X22X111X121;26666084;38690;308;23;0;336;8422;87820;495482;7;3;3;0;7;8;3;2;731;661;247;297;627;587;484;364;1;1;1;1;1;1;407
201445;Stryktipset;11X1XXX11X212;26609440;803692;7308;414;101;14;355;5008;42393;6;5;2;0;5;5;4;2;703;639;267;301;490;481;436;338;1;1;0;1;1;0;409
201446;Stryktipset;X1212X21121X2;18411818;478707;7839;449;111;10;229;3195;26827;5;3;5;0;5;4;5;3;651;592;295;326;475;459;356;266;1;0;1;1;0;1;412
201447;Stryktipset;211X112XX22X2;25848719;395833;3883;226;59;24;649;8893;70537;4;4;5;0;5;5;5;4;712;657;254;288;514;511;458;369;1;1;0;1;0;1;415
201448;Stryktipset;X111X11X121X2;25570634;391080;6578;424;115;17;379;4698;35848;7;4;2;0;5;5;4;3;727;646;248;306;466;470;479;340;1;0;1;1;0;0;418
